Sales Representative,Location,Region,Customer,Order Date,Item,Quantity,Price,Total Sale Amount
Sara Snyder,Massachusetts,East,Eugene Hughes,2016/04/23,Things,4,17.83,71.32
Frances Warren,Massachusetts,East,Sean Carr,2016/04/23,Widgets,1,53.35,53.35
Frances Warren,Massachusetts,East,Martha Brown,2016/04/23,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Janice Jackson,2016/04/24,Junk,7,12.42,86.94
Sara Snyder,Massachusetts,East,Frances Lane,2016/04/24,Things,6,17.83,106.98
Diane Gonzalez,Oregon,West,Jeremy Diaz,2016/04/24,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,James Wheeler,2016/04/24,Widgets,5,53.35,266.75
Sara Snyder,Connecticut,East,Maria Long,2016/04/24,Things,7,17.83,124.81
Diane Gonzalez,Washington,West,Carol Pierce,2016/04/24,Widgets,3,53.35,160.05
Patrick Graham,Oregon,West,Edward Taylor,2016/04/24,Junk,1,12.42,12.42
Diane Gonzalez,Washington,West,Michelle Allen,2016/04/24,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Susan Watkins,2016/04/24,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Harold Schmidt,2016/04/24,Widgets,5,53.35,266.75
Patrick Graham,Washington,West,Ruby Gonzales,2016/04/24,Stuff,8,16.32,130.56
Sara Snyder,New York,East,Jimmy Bailey,2016/04/24,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,David Allen,2016/04/24,Junk,8,12.42,99.36
Patrick Graham,California,West,Robin Murphy,2016/04/24,Widgets,5,53.35,266.75
Randy Watson,Connecticut,East,Scott Weaver,2016/04/24,Stuff,9,16.32,146.88
Sara Snyder,Massachusetts,East,Emily Anderson,2016/04/25,Junk,4,12.42,49.68
Patrick Graham,Nevada,West,Craig Lewis,2016/04/25,Stuff,9,16.32,146.88
Randy Watson,New York,East,Daniel Morris,2016/04/25,Stuff,5,16.32,81.6
Sara Snyder,New York,East,Joseph Boyd,2016/04/25,Junk,10,12.42,124.2
Sara Snyder,Massachusetts,East,Alan Romero,2016/04/25,Things,2,17.83,35.66
Sara Snyder,New York,East,Eugene Wilson,2016/04/25,Junk,3,12.42,37.26
Sara Snyder,New Jersey,East,Eric Ellis,2016/04/25,Things,8,17.83,142.64
Diane Gonzalez,Washington,West,Kenneth Gomez,2016/04/25,Widgets,8,53.35,426.8
Randy Watson,Massachusetts,East,Eugene Schmidt,2016/04/25,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,Beverly Hamilton,2016/04/25,Stuff,9,16.32,146.88
Sara Snyder,Connecticut,East,Ashley Olson,2016/04/25,Stuff,9,16.32,146.88
Diane Gonzalez,California,West,Robin Murphy,2016/04/25,Things,9,17.83,160.47
Randy Watson,New Jersey,East,Kelly Daniels,2016/04/25,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Gregory Thompson,2016/04/25,Junk,4,12.42,49.68
Diane Gonzalez,California,West,Adam Martin,2016/04/25,Stuff,10,16.32,163.2
Diane Gonzalez,Washington,West,Jerry Davis,2016/04/25,Stuff,7,16.32,114.24
Patrick Graham,California,West,Kenneth James,2016/04/25,Things,3,17.83,53.49
Sara Snyder,New Jersey,East,Adam Russell,2016/04/25,Widgets,2,53.35,106.7
Patrick Graham,California,West,Walter Reed,2016/04/25,Stuff,1,16.32,16.32
Sara Snyder,New Jersey,East,Edward Wells,2016/04/25,Junk,3,12.42,37.26
Sara Snyder,Connecticut,East,Theresa Kennedy,2016/04/26,Stuff,6,16.32,97.92
Sara Snyder,Massachusetts,East,Roger Gomez,2016/04/26,Widgets,3,53.35,160.05
Randy Watson,New York,East,Maria Johnston,2016/04/26,Widgets,1,53.35,53.35
Frances Warren,Massachusetts,East,Bobby Mitchell,2016/04/26,Stuff,9,16.32,146.88
Patrick Graham,Washington,West,Lisa Morrison,2016/04/26,Widgets,2,53.35,106.7
Sara Snyder,Massachusetts,East,Walter Kennedy,2016/04/26,Things,6,17.83,106.98
Sara Snyder,Massachusetts,East,Joe Russell,2016/04/26,Junk,2,12.42,24.84
Sara Snyder,Massachusetts,East,Jennifer White,2016/04/26,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,Jacqueline Hart,2016/04/26,Things,7,17.83,124.81
Patrick Graham,California,West,Rachel Stanley,2016/04/26,Widgets,3,53.35,160.05
Sara Snyder,Massachusetts,East,Albert Cook,2016/04/26,Junk,5,12.42,62.1
Frances Warren,New Jersey,East,Billy Wood,2016/04/26,Widgets,8,53.35,426.8
Diane Gonzalez,Washington,West,Angela Sullivan,2016/04/26,Junk,9,12.42,111.78
Diane Gonzalez,Nevada,West,Sarah Harrison,2016/04/27,Things,7,17.83,124.81
Randy Watson,New York,East,Wayne Rivera,2016/04/27,Junk,3,12.42,37.26
Sara Snyder,New Jersey,East,Maria Hughes,2016/04/27,Widgets,10,53.35,533.5
Sara Snyder,New Jersey,East,Randy Willis,2016/04/27,Widgets,2,53.35,106.7
Sara Snyder,New York,East,Lori Collins,2016/04/27,Junk,9,12.42,111.78
Randy Watson,Massachusetts,East,Susan Watkins,2016/04/27,Stuff,5,16.32,81.6
Patrick Graham,California,West,Joan Robinson,2016/04/27,Junk,3,12.42,37.26
Diane Gonzalez,Oregon,West,Linda Wagner,2016/04/27,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Deborah Wells,2016/04/27,Stuff,8,16.32,130.56
Patrick Graham,Oregon,West,Anna Garcia,2016/04/27,Junk,3,12.42,37.26
Diane Gonzalez,California,West,Judy Lopez,2016/04/27,Widgets,5,53.35,266.75
Patrick Graham,Oregon,West,Phillip Harrison,2016/04/27,Stuff,9,16.32,146.88
Patrick Graham,California,West,Joan Robinson,2016/04/27,Stuff,7,16.32,114.24
Randy Watson,Massachusetts,East,Wanda Cole,2016/04/27,Things,4,17.83,71.32
Randy Watson,New Jersey,East,Phyllis Gonzales,2016/04/27,Things,3,17.83,53.49
Patrick Graham,Oregon,West,Gloria Fisher,2016/04/27,Widgets,6,53.35,320.1
Randy Watson,New York,East,Katherine Mcdonald,2016/04/28,Junk,1,12.42,12.42
Patrick Graham,Oregon,West,Clarence Bishop,2016/04/28,Things,9,17.83,160.47
Diane Gonzalez,Nevada,West,Kimberly Bennett,2016/04/28,Widgets,2,53.35,106.7
Randy Watson,Massachusetts,East,Jacqueline Hart,2016/04/28,Widgets,4,53.35,213.4
Sara Snyder,New Jersey,East,Victor Watson,2016/04/28,Things,4,17.83,71.32
Sara Snyder,New York,East,Jerry Pierce,2016/04/28,Widgets,6,53.35,320.1
Frances Warren,New York,East,Arthur Austin,2016/04/28,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,Andrew Howard,2016/04/28,Junk,1,12.42,12.42
Diane Gonzalez,California,West,Joshua Baker,2016/04/28,Things,10,17.83,178.3
Frances Warren,New Jersey,East,Victor Bell,2016/04/28,Widgets,1,53.35,53.35
Patrick Graham,Oregon,West,Janet Stewart,2016/04/28,Widgets,5,53.35,266.75
Patrick Graham,Oregon,West,Sharon Rice,2016/04/28,Things,9,17.83,160.47
Randy Watson,Massachusetts,East,Juan Olson,2016/04/28,Things,3,17.83,53.49
Sara Snyder,New York,East,Jimmy Bailey,2016/04/29,Junk,8,12.42,99.36
Patrick Graham,Washington,West,Gary Cook,2016/04/29,Things,2,17.83,35.66
Patrick Graham,Oregon,West,Kelly Gomez,2016/04/29,Things,7,17.83,124.81
Sara Snyder,Connecticut,East,Diana Foster,2016/04/29,Widgets,10,53.35,533.5
Sara Snyder,Massachusetts,East,Bruce Cruz,2016/04/29,Widgets,5,53.35,266.75
Sara Snyder,New York,East,Janet Freeman,2016/04/29,Things,7,17.83,124.81
Diane Gonzalez,Washington,West,Charles Collins,2016/04/29,Junk,2,12.42,24.84
Sara Snyder,New Jersey,East,Timothy Lawson,2016/04/29,Stuff,7,16.32,114.24
Diane Gonzalez,Nevada,West,Paula Watson,2016/04/29,Widgets,8,53.35,426.8
Sara Snyder,New York,East,Brenda Cruz,2016/04/29,Junk,10,12.42,124.2
Sara Snyder,Connecticut,East,Annie Collins,2016/04/30,Junk,2,12.42,24.84
Patrick Graham,Oregon,West,Edward Taylor,2016/04/30,Things,3,17.83,53.49
Patrick Graham,Washington,West,Margaret James,2016/04/30,Junk,9,12.42,111.78
Frances Warren,New York,East,Bonnie Wagner,2016/04/30,Junk,8,12.42,99.36
Patrick Graham,Oregon,West,Wanda Allen,2016/04/30,Widgets,4,53.35,213.4
Sara Snyder,New York,East,Linda Rose,2016/04/30,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Carolyn Scott,2016/04/30,Stuff,9,16.32,146.88
Patrick Graham,California,West,Ann Hall,2016/04/30,Junk,10,12.42,124.2
Sara Snyder,New Jersey,East,Ruth Burton,2016/04/30,Things,8,17.83,142.64
Sara Snyder,New York,East,Juan Wallace,2016/04/30,Widgets,5,53.35,266.75
