Sales Representative,Location,Region,Customer,Order Date,Item,Quantity,Price,Total Sale Amount
Sara Snyder,New York,East,Richard Walker,2016/02/24,Things,9,17.83,160.47
Diane Gonzalez,California,West,Helen Diaz,2016/02/24,Junk,2,12.42,24.84
Frances Warren,Massachusetts,East,Theresa Ellis,2016/02/25,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Jane Ramirez,2016/02/25,Junk,1,12.42,12.42
Sara Snyder,Massachusetts,East,Roger Gomez,2016/02/25,Things,10,17.83,178.3
Patrick Graham,California,West,Rachel Stanley,2016/02/25,Stuff,2,16.32,32.64
Frances Warren,Massachusetts,East,Paul Perkins,2016/02/25,Things,3,17.83,53.49
Patrick Graham,Washington,West,Earl Morales,2016/02/25,Junk,1,12.42,12.42
Sara Snyder,Connecticut,East,Henry Cox,2016/02/25,Things,9,17.83,160.47
Randy Watson,New Jersey,East,Brian Ryan,2016/02/25,Stuff,1,16.32,16.32
Sara Snyder,Massachusetts,East,Ryan Alvarez,2016/02/25,Junk,2,12.42,24.84
Sara Snyder,Connecticut,East,Henry Cox,2016/02/25,Junk,2,12.42,24.84
Randy Watson,New Jersey,East,Maria Hughes,2016/02/25,Stuff,10,16.32,163.2
Patrick Graham,Washington,West,Kathy Schmidt,2016/02/25,Widgets,4,53.35,213.4
Patrick Graham,California,West,Martha Bell,2016/02/25,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Judy Sanchez,2016/02/25,Things,6,17.83,106.98
Patrick Graham,Washington,West,Ernest Hernandez,2016/02/26,Things,5,17.83,89.15
Patrick Graham,Washington,West,Susan Gomez,2016/02/26,Junk,9,12.42,111.78
Frances Warren,New Jersey,East,Joshua Washington,2016/02/26,Junk,9,12.42,111.78
Diane Gonzalez,Nevada,West,Donna Williams,2016/02/26,Stuff,10,16.32,163.2
Sara Snyder,New Jersey,East,Stephen Welch,2016/02/26,Stuff,5,16.32,81.6
Sara Snyder,New York,East,Wayne Lawson,2016/02/26,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Andrew Howard,2016/02/26,Stuff,10,16.32,163.2
Patrick Graham,Washington,West,Maria Romero,2016/02/26,Stuff,5,16.32,81.6
Patrick Graham,Nevada,West,Sarah Harrison,2016/02/26,Junk,6,12.42,74.52
Randy Watson,New York,East,Anna Wheeler,2016/02/26,Stuff,5,16.32,81.6
Sara Snyder,New Jersey,East,Judy Carpenter,2016/02/26,Stuff,4,16.32,65.28
Diane Gonzalez,Washington,West,Jason Berry,2016/02/26,Widgets,6,53.35,320.1
Diane Gonzalez,Washington,West,Louis Frazier,2016/02/26,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Jason Patterson,2016/02/27,Widgets,5,53.35,266.75
Randy Watson,New Jersey,East,Ronald Lopez,2016/02/27,Junk,9,12.42,111.78
Diane Gonzalez,Washington,West,Charles Collins,2016/02/27,Junk,4,12.42,49.68
Diane Gonzalez,Oregon,West,Rose Moreno,2016/02/27,Junk,7,12.42,86.94
Sara Snyder,Connecticut,East,Lois Baker,2016/02/27,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Steven Miller,2016/02/27,Widgets,6,53.35,320.1
Sara Snyder,Massachusetts,East,Phillip Young,2016/02/27,Stuff,4,16.32,65.28
Sara Snyder,Connecticut,East,Ryan Arnold,2016/02/27,Junk,9,12.42,111.78
Sara Snyder,New York,East,Katherine Hayes,2016/02/28,Junk,5,12.42,62.1
Sara Snyder,New Jersey,East,Arthur Simmons,2016/02/28,Junk,8,12.42,99.36
Patrick Graham,Washington,West,Charles Collins,2016/02/28,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Kevin Barnes,2016/02/28,Widgets,10,53.35,533.5
Sara Snyder,New York,East,Arthur Austin,2016/02/28,Widgets,3,53.35,160.05
Sara Snyder,Massachusetts,East,Frances Lane,2016/02/28,Junk,1,12.42,12.42
Patrick Graham,California,West,Anthony White,2016/02/28,Things,2,17.83,35.66
Diane Gonzalez,California,West,Deborah Gilbert,2016/02/28,Widgets,5,53.35,266.75
Patrick Graham,Oregon,West,Kevin Garza,2016/02/28,Stuff,1,16.32,16.32
Diane Gonzalez,Washington,West,Lisa Morrison,2016/02/28,Junk,8,12.42,99.36
Randy Watson,New Jersey,East,Cynthia Mccoy,2016/02/28,Things,1,17.83,17.83
Sara Snyder,New York,East,Cynthia Ray,2016/02/28,Things,9,17.83,160.47
Sara Snyder,Massachusetts,East,Eric Robertson,2016/02/28,Stuff,4,16.32,65.28
Sara Snyder,Massachusetts,East,Louise Green,2016/02/28,Widgets,2,53.35,106.7
Sara Snyder,New Jersey,East,Ernest Bishop,2016/02/28,Junk,1,12.42,12.42
Diane Gonzalez,Nevada,West,Sarah Harrison,2016/02/28,Junk,3,12.42,37.26
Patrick Graham,Oregon,West,Marilyn Graham,2016/02/28,Stuff,5,16.32,81.6
Frances Warren,Massachusetts,East,Antonio Hunter,2016/02/28,Widgets,8,53.35,426.8
